performance_id,facility_id,title,start_date,end_date,place,cast,editor,runtime,age,producer,ticket_price,performance_status,child,musical_license,time,poster
PF215526,FC000332,인어공주 [평택 북부],2023.05.20,2023.05.20,평택시북부문예회관 (대공연장),,,50분,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215526_230323_120500.gif
PF215507,FC002962,쿵짝 [인천],2023.05.12,2023.05.13,인천동구문화체육센터 (공연장),,"우상욱, 이주은, 김영선 등",1시간 30분,만 7세 이상,우컴퍼니,"전석 20,000원",공연완료,N,N,"금요일(14:00), 토요일(16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215507_230323_104308.gif
PF215506,FC001185,인어공주 [목포],2023.04.23,2023.04.23,목포문화예술회관 (목포문화예술회관),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"일요일(11:00,13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215506_230323_104234.gif
PF215494,FC000052,드라랄라 치과,2023.05.12,2023.06.11,KT&G 상상마당 대치아트홀 (KT&G 상상마당 대치아트홀),,"김효중, 진영섭, 김정민 등",1시간,24개월 이상,"(주)컬쳐홀릭, 컬처마인","전석 60,000원",공연완료,Y,N,"수요일 ~ 금요일(11:00), 토요일 ~ 일요일(11:00,14:00), HOL(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215494_230323_101600.gif
PF215480,FC002017,팥죽할멈과 호랑이 [김포],2023.04.29,2023.05.06,김포한강괜찮은홀 (김포한강괜찮은홀),,,45분,전체 관람가,,"전석 30,000원",공연완료,Y,N,"토요일(12:00,14:00), HOL(12:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215480_230322_143159.jpg
PF215477,FC000584,최고다 호기심 딱지 [함안],2023.04.15,2023.04.15,함안문화예술회관 (대공연장),,,1시간 10분,36개월 이상,,"전석 25,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215477_230322_141937.jpg
PF215472,FC000528,종의 기원,2023.04.15,2023.04.15,동덕여대공연예술센터 (코튼홀),"유승현, 기세중, 백동현, 박상혁, 박선영, 박상선 등","김윤영, 이성준 등",2시간,만 13세 이상,(주)뷰티풀웨이,"전석 80,000원",공연완료,N,N,"토요일(14:00,18:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215472_230322_140446.jpg
PF215469,FC000216,이상한 엄마 [인천],2023.05.05,2023.05.07,부평아트센터 (해누리극장),,"백희나, 김영인, 정준 등",1시간,24개월 이상,,"R석 60,000원, S석 40,000원",공연완료,Y,N,"금요일(11:00,14:00,16:00), 토요일(11:00,14:00,16:00), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215469_230322_135653.gif
PF215465,FC000152,우리가 사랑했던 그날,2023.04.21,2023.05.28,한성아트홀(구. 인켈아트홀) (1관),"박세웅, 왕하성, 정열, 홍기주, 이승우, 신서옥, 이지원 등","김종석, 구옥분, 김병찬",1시간 40분,만 8세 이상,어드벤쳐 프로젝트,"전석 50,000원",공연완료,N,N,"금요일(15:00,20:00), 토요일(15:00), 일요일(14:00), 월요일(15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215465_230322_134503.jpg
PF215463,FC001528,데미안 음악회 : 세상의 조각 모임회,2023.03.27,2023.03.28,링크아트센터드림 (드림 3관),"유승현, 엄찬민, 김현진, 이한별, 이규학, 박새힘, 홍나현 등","오세혁, 이현정, 김희래 등",1시간 50분,만 7세 이상,"(주)쇼노트, 낭만바리케이트","전석 65,000원",공연완료,N,N,월요일 ~ 화요일(20:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF215463_230322_132736.gif
PF215461,FC000021,알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [안양],2023.04.29,2023.04.30,안양아트센터 (관악홀),"채현, 김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경 등","홍승희, 이세령, 박상우 등",1시간 10분,24개월 이상,"(주)쇼노트, (주)에스에이엠지엔터테인먼트(SAMG엔터테인먼트), (주)이캐슬, (주)하늘이엔티","R석 66,000원, S석 44,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215461_230322_132353.gif
PF215459,FC002061,하얀이와 충치마왕 [의정부],2023.04.01,2023.04.09,우리소극장 [의정부] (우리소극장 [의정부]),,,50분,전체 관람가,,"전석 20,000원",공연완료,Y,N,"토요일(12:00,14:00), 일요일(14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215459_230322_131720.jpg
PF215457,FC001927,재주많은 세 친구 [인천],2023.03.31,2023.04.09,아띠홀 (아띠홀),"이훈선, 한선영, 송민주, 임연지","박정용, 이영순, 이동협 등",50분,전체 관람가,,"전석 22,900원",공연완료,Y,N,"금요일(16:30), 토요일 ~ 일요일(13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215457_230322_131055.png
PF215455,FC000076,삼양동화 [대전],2023.05.05,2023.05.05,대전예술의전당 (앙상블홀),"김명희, 김성현, 강민서, 김주연, 이신애","오준석, 유자홍, 조선형 등",1시간,36개월 이상,,"전석 20,000원",공연완료,Y,N,"금요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215455_230322_130314.gif
PF215438,FC001423,누가 내 머리에 똥 쌌어? [서울 성북],2023.04.29,2023.04.30,성북구민회관 (대강당),,,1시간,전체 관람가,극단 복주머니,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215438_230322_120208.gif
PF215432,FC000437,프린세스 공주뮤지컬쇼 [천안],2023.06.17,2023.06.17,천안시성환문화회관 (대공연장),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215432_230322_110408.gif
PF215428,FC002177,라푼젤 [원주],2023.06.10,2023.06.10,원주문화원 (공연장),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215428_230322_105838.gif
PF215426,FC000871,겨울왕국: 겨울이야기 [안동],2023.06.24,2023.06.24,안동시청 대동관(구. 안동시민회관) (낙동홀(소공연장)),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215426_230322_105432.gif
PF215423,FC000216,겨울왕국: 겨울이야기 [인천 부평],2023.06.17,2023.06.17,부평아트센터 (달누리극장),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215423_230322_104852.gif
PF215420,FC001514,고고다이노 우리동네공룡 [전주],2023.06.24,2023.06.25,전주교육문화회관(전북교육문화회관) (공연장),,,1시간 5분,24개월 이상,,"렉스석 66,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215420_230322_104306.gif
PF215418,FC002584,고고다이노: 우르르행성을 구하라 [서울 강동],2023.05.05,2023.05.28,현대백화점 문화홀 [천호] (현대백화점 문화홀 [천호]),,,1시간,전체 관람가,,"전석 50,000원",공연완료,Y,N,"화요일 ~ 금요일(11:00,14:00), 토요일 ~ 일요일(11:00,14:00,16:00), HOL(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215418_230322_104114.gif
PF215417,FC001658,반짝반짝 달님이: 버블버블 마법의 솜사탕 [서울 성북],2023.04.22,2023.05.07,현대백화점 문화홀 [미아] (현대백화점 문화홀 [미아]),,"김연실, 강노아, 우지은 등",1시간 5분,전체 관람가,,"전석 50,000원",공연완료,Y,N,"화요일 ~ 금요일(11:00,14:00), 토요일 ~ 일요일(11:00,14:00,16:00), HOL(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215417_230322_103653.gif
PF215416,FC000437,매직캅의 마법학교 대모험 [천안],2023.05.05,2023.05.05,천안시성환문화회관 (대공연장),,,1시간,24개월 이상,,"전석 35,000원",공연완료,Y,N,"금요일(14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215416_230322_103537.gif
PF215414,FC000578,인어공주 [사천],2023.06.03,2023.06.03,사천문화예술회관 (대공연장),,,50분,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215414_230322_103126.gif
PF215398,FC001536,가방 들어주는 아이 [예산],2023.04.15,2023.04.15,충남도청 문예회관 (충남도청 문예회관),,,55분,24개월 이상,,"전석 5,000원",공연완료,Y,N,토요일(14:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF215398_230321_131340.gif
PF215391,FC001231,동백꽃 피는 날,2023.04.01,2023.04.01,서귀포예술의전당 (대극장),,"김재한, 김경택",1시간 40분,만 7세 이상,,전석무료,공연완료,N,N,"토요일(14:00,18:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215391_230321_124617.png
PF215373,FC001231,핑크퐁과 아기상어의 생일파티 대소동 [제주],2023.05.27,2023.05.28,서귀포예술의전당 (대극장),"박해정, 김나정, 김정연, 신상민, 김요한, 김지연","오상현, 박상원, 김윤영 등",50분,24개월 이상,더핑크퐁컴퍼니(주),"전석 70,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215373_230321_103205.jpg
PF215371,FC000018,백설공주 [안산],2023.04.29,2023.04.29,안산문화예술의전당 (달맞이극장),,,1시간 5분,24개월 이상,,"전석 30,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215371_230321_102841.gif
PF215369,FC000071,인어공주 [광명],2023.06.03,2023.06.03,광명시민회관 (대공연장),,,1시간,전체 관람가,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215369_230321_102724.gif
PF215365,FC000424,무지개 물고기 [당진],2023.06.06,2023.06.06,당진문예의전당 (소공연장),,,1시간,24개월 이상,(주)아트팩토리,"전석 35,000원",공연완료,Y,N,"화요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215365_230321_102132.gif
PF215360,FC001359,누가 내머리에 똥쌌어? [파주],2023.06.06,2023.06.06,파주운정행복센터 (공연장),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"화요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215360_230321_101522.gif
PF215345,FC000323,틀려도 괜찮아 [대전 평송],2023.05.05,2023.05.05,대전평송청소년문화센터 (평송홀(대극장)),"김다솔, 송주리, 전승우, 고지은, 구윤희, 이정주, 고승미 등","이광열, 김효석, 조재은 등",1시간 5분,24개월 이상,극단 예일,"전석 50,000원",공연완료,Y,N,"금요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215345_230320_165417.gif
PF215341,FC000068,바람으로의 여행 [광주],2023.05.05,2023.05.06,빛고을시민문화관 (공연장),"김소년, 조연화, 김소정, 박두성, 윤장현, 최기원","이금구, 김명훈, 이택희 등",2시간 45분,만 8세 이상,엘피 스토리(LP STORY),"R석 50,000원, S석 40,000원",공연완료,N,N,"금요일(18:00), 토요일(14:00,18:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215341_230320_164845.gif
PF215335,FC001217,이상한 엄마 [성남],2023.05.13,2023.05.14,성남아트리움 (구. 성남시민회관) (대극장),,"백희나, 김영인, 정준 등",1시간,24개월 이상,할리퀸크리에이션즈(주),"R석 60,000원, S석 40,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215335_230320_163428.gif
PF215317,FC001185,겨울왕국: 겨울이야기 [목포],2023.05.05,2023.05.05,목포문화예술회관 (목포문화예술회관),,,55분,전체 관람가,,"전석 30,000원",공연완료,Y,N,"금요일(11:00,13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215317_230320_154236.gif
PF215309,FC000878,판타스틱 [거제],2023.04.19,2023.04.20,거제문화예술회관 (대극장),,,1시간 15분,만 5세 이상,,"R석 30,000원",공연완료,N,N,수요일 ~ 목요일(19:30),http://www.kopis.or.kr/upload/pfmPoster/PF_PF215309_230320_152352.jpg
PF215308,FC000832,과학특공대 [부산],2023.05.27,2023.05.28,해운대문화회관 (해운홀),,,1시간,전체 관람가,,"전석 40,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,13:30,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215308_230320_151926.gif
PF215291,FC000424,번개맨 : 우주최강 번개삼총사 [당진],2023.05.20,2023.05.21,당진문예의전당 (대공연장),,,1시간 5분,24개월 이상,"(주)하늘이엔티, 한국교육방송공사(EBS)","R석 66,000원, S석 33,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215291_230320_142237.gif
PF215288,FC000323,로보카폴리: 잡아라! 황금트로피! [대전],2023.05.27,2023.05.28,대전평송청소년문화센터 (평송홀(대극장)),,,1시간 10분,전체 관람가,"GM, 에이엠","R석 66,000원, S석 55,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215288_230320_141320.gif
PF215287,FC000064,피터팬 [서울 은평],2023.04.22,2023.04.22,은평문화예술회관 (공연장),,,1시간,전체 관람가,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215287_230320_141147.gif
PF215286,FC000819,꼬마버스 타요: 용감한 구조대 레스큐 타요 [고양],2023.05.27,2023.05.28,고양어울림누리 (어울림극장),,,1시간 5분,24개월 이상,(주)이에스생활문화 (ES생활문화),"VIP석 70,000원, R석 60,000원, S석 50,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215286_230320_140703.gif
PF215285,FC000477,꼬마버스 타요: 용감한 구조대 레스큐 타요 [전주],2023.06.24,2023.06.25,한국소리문화의전당 (모악당),,"오혜리, 이훈, 우지은 등",1시간 5분,24개월 이상,,"VIP석 70,000원, R석 60,000원, S석 50,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215285_230320_151155.gif
PF215284,FC000819,꼬마버스 타요: 용감한 구조대 레스큐 타요 [고양],2023.05.27,2023.05.28,고양어울림누리 (어울림극장),,"오혜리, 이훈, 우지은 등",1시간 5분,24개월 이상,(주)이에스생활문화 (ES생활문화),"VIP석 70,000원, R석 60,000원, S석 50,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215284_230320_140144.gif
PF215282,FC001667,시크릿쥬쥬 시즌3: 별의여신 마지막콘서트 [대전(앵콜)],2023.05.13,2023.05.14,한밭대학교 (아트홀(하모니홀)),,"김철현, 윤성민, 정윤지 등",1시간 10분,24개월 이상,"DS뮤지컬컴퍼니, 영실업","1층석 60,000원, 2층석 50,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215282_230320_131029.gif
PF215281,FC000424,신데렐라 [당진],2023.04.29,2023.04.29,당진문예의전당 (대공연장),,,1시간,24개월 이상,,"전석 35,000원, 사전예약 22,500원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215281_230320_130653.gif
PF215279,FC000823,로보카폴리: 잡아라! 황금트로피! [용인],2023.05.13,2023.05.14,용인시문화예술회관 (처인홀),,,1시간 10분,전체 관람가,"(주)에이엠컬쳐(AMCULTURE), GM","R석 66,000원, S석 55,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215279_230320_130449.gif
PF215275,FC000664,백설공주 [용인],2023.05.20,2023.05.21,용인문화예술원 (마루홀),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215275_230320_124943.gif
PF215273,FC001613,프린세스 공주 [대구],2023.05.27,2023.05.28,신세계 문화홀 8층 [대구] (신세계 문화홀 8층 [대구]),,,1시간,24개월 이상,,"전석 35,000원",공연완료,Y,N,"토요일 ~ 일요일(11:30,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215273_230320_124539.gif
PF215266,FC003043,프린세스 공주뮤지컬쇼 [부산 기장],2023.05.13,2023.05.13,기장군청 (차성아트홀),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215266_230320_110426.gif
PF215262,FC000469,미니특공대: 브이레인저스 [전주],2023.05.20,2023.05.21,전북대학교 삼성문화회관 (대공연장),,"김철현, 윤성민, 정윤지 등",1시간 5분,24개월 이상,DS뮤지컬컴퍼니,"1층석 65,000원, 2층석 55,000원",공연완료,Y,N,"토요일(11:00,14:00,18:00), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215262_230320_105600.gif
PF215261,FC001191,인어공주 [포항],2023.05.21,2023.05.21,포항문화예술회관 (대공연장),,,1시간,전체 관람가,,"전석 40,000원",공연완료,Y,N,"일요일(13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215261_230320_105428.gif
PF215260,FC000643,인어공주 [부천],2023.06.06,2023.06.06,오정아트홀 (오정아트홀),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"화요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215260_230320_104733.jpg
PF215259,FC001415,인피니티 플라잉(INFINITY FLYING) [대전],2023.05.05,2023.05.14,대전시립연정국악원 (큰마당),,,1시간 20분,36개월 이상,(주)페르소나,"1층석 30,000원, 2층석 20,000원",공연완료,N,N,"토요일 ~ 일요일(14:00,18:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215259_230320_104709.gif
PF215247,FC000826,최고다호기심딱지 [여수],2023.05.27,2023.05.28,예울마루 (대극장),"김원구, 박이안, 임재은, 김류하, 장효삼, 이수민, 임연희 등",,1시간 10분,36개월 이상,,"R석 66,000원, S석 55,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215247_230320_102553.gif
PF215243,FC000517,틀려도 괜찮아 [경주],2023.06.24,2023.06.24,경주예술의전당 (대공연장(화랑홀)),"김다솔, 송주리, 전승우, 구윤희, 고승미, 정민, 임신아 등","이광열, 김효석, 조재은 등",1시간 5분,24개월 이상,극단 예일,"전석 50,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215243_230320_101314.gif
PF215242,FC000808,틀려도 괜찮아 [과천],2023.06.10,2023.06.10,과천시민회관 (대극장),"김다솔, 송주리, 전승우, 구윤희, 고승미, 정민, 임신아 등","이광열, 김효석, 조재은 등",1시간 5분,24개월 이상,극단 예일,"R석 60,000원, S석 50,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215242_230320_100920.gif
PF215211,FC000095,"공연산책#2, 옹알스의 히스토리 쇼",2023.05.31,2023.05.31,하남문화예술회관 (검단홀(대극장)),"조수원, 조준우, 채경선, 최기섭, 하박, 이경섭, 최진영 등",,1시간,만 5세 이상,,"전석 10,000원",공연완료,N,N,수요일(20:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF215211_230317_125816.gif
PF215208,FC001594,꼬마버스 타요: 용감한 구조대 레스큐 타요 [창원],2023.05.20,2023.05.21,KBS홀 [창원] (KBS홀 [창원]),,,1시간 5분,24개월 이상,,"VIP석 70,000원, R석 60,000원, S석 50,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215208_230317_125138.gif
PF215206,FC000518,꼬마버스 타요: 용감한 구조대 레스큐 타요 [구미],2023.05.13,2023.05.14,구미시문화예술회관 (대공연장),,,1시간 5분,24개월 이상,(주)이에스생활문화 (ES생활문화),"VIP석 70,000원, R석 60,000원, S석 50,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,18:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215206_230317_124512.gif
PF215200,FC000463,누가 내머리에 똥쌌어? [익산],2023.07.01,2023.07.01,솜리문화예술회관 (중공연장),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215200_230317_122957.gif
PF215192,FC000021,엄마까투리는 슈퍼맘 [안양],2023.06.17,2023.06.18,안양아트센터 (관악홀),,"박준철, 김종해, 안영은 등",1시간 5분,24개월 이상,(주)이에스생활문화 (ES생활문화),"전석 60,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215192_230317_121638.gif
PF215188,FC000845,신비아파트 시즌5: 감염된 도시의 비밀 [인천],2023.05.13,2023.05.14,인천서구문화회관 (대공연장),,"윤성민, 정윤지, 윤헤진 등",1시간 10분,24개월 이상,,"R석 66,000원, S석 55,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215188_230317_120407.gif
PF215187,FC000323,무지개 물고기 [대전],2023.06.03,2023.06.04,대전평송청소년문화센터 (평송홀(대극장)),,,55분,전체 관람가,(주)아트팩토리,"R석 25,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215187_230317_120138.jpg
PF215175,FC003377,아임파인 [수원],2023.03.17,2023.03.19,팔달문화센터 (팔달문화센터),"김선희, 김찬호, 차태홍, 김기범, 문민지, 김상수, 유가희","김진미, 오솔, 김규리 등",1시간 20분,전체 관람가,,"전석 30,000원",공연완료,N,N,"토요일(15:00,18:00), 일요일(15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215175_230317_104214.jpg
PF215168,FC001931,틀려도 괜찮아 [남양주],2023.06.03,2023.06.06,다산아트홀 (다산아트홀),"김다솔, 송주리, 전승우, 구윤희, 고승미, 정민, 임신아 등","이광열, 김효석, 조재은 등",1시간 5분,24개월 이상,극단 예일,"R석 60,000원, S석 50,000원",공연완료,Y,N,"화요일(11:00,14:00,16:00), 토요일 ~ 일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215168_230317_102452.gif
PF215167,FC000493,틀려도 괜찮아 [순천],2023.06.17,2023.06.18,순천문화예술회관 (대극장),"김다솔, 송주리, 전승우, 구윤희, 고승미, 정민, 임신아 등","이광열, 김효석, 조재은 등",1시간 5분,24개월 이상,극단 예일,"전석 50,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215167_230317_102212.gif
PF215166,FC000358,피터팬 [속초],2023.04.22,2023.04.22,속초문화예술회관 (대공연장),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215166_230317_101952.jpg
PF215152,FC000057,싯다르타 [용인],2023.04.14,2023.04.16,용인포은아트홀 (용인포은아트홀),"서도진, 이경수, 윤진웅, 송권웅, 김봄, 박수련, 최형석 등","김면수, 김미영, 김종석 등",2시간 30분,만 7세 이상,(주)엠에스엠시,"VIP석 120,000원, R석 100,000원, S석 80,000원, A석 60,000원",공연완료,N,N,"금요일(15:00,19:30), 토요일(14:00,18:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215152_230316_161657.gif
PF215151,FC001435,달님이 주신 아이,2023.04.06,2023.04.09,종로아이들극장 (종로아이들극장),"이새롬, 강나리, 서인권, 김준식, 박상연","이소영, 민찬홍, 한승훈 등",1시간,36개월 이상,,"전석 30,000원",공연완료,Y,N,"목요일(10:30), 금요일(16:00,19:30), 토요일 ~ 일요일(14:00,17:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215151_230316_161149.gif
PF215116,FC000819,엄마까투리는 슈퍼맘 [고양],2023.06.10,2023.06.11,고양어울림누리 (어울림극장),,"박준철, 김종해, 강노아 등",1시간 5분,24개월 이상,(주)이에스생활문화 (ES생활문화),"R석 60,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215116_230316_140358.gif
PF215109,FC000236,아기돼지삼형제 [광주 서구],2023.05.13,2023.05.13,광주서구문화센터 (광주서구문화센터),,,50분,전체 관람가,,"전석 30,000원",공연완료,Y,N,"토요일(13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215109_230316_132943.gif
PF215107,FC000497,번개맨: 우주최강 번개삼총사 [부산 (앵콜)],2023.05.05,2023.05.07,부산시민회관 (대극장),"허만, 이승리, 최하늘, 이유영, 유한비, 문윤상, 조미선 등","이홍진, 홍승희, 정호윤 등",1시간 5분,24개월 이상,,"R석 66,000원, S석 33,000원",공연완료,Y,N,"금요일(11:00,14:00,16:30), 토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215107_230316_130808.gif
PF215106,FC001258,무지개 물고기 [청주],2023.05.27,2023.05.28,청주아트홀 (구. 청주시민회관) (청주아트홀 (구. 청주시민회관)),,,55분,24개월 이상,(주)아트팩토리,"전석 35,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215106_230316_125229.gif
PF215103,FC002061,구름빵 [의정부],2023.05.13,2023.05.28,우리소극장 [의정부] (우리소극장 [의정부]),,,50분,전체 관람가,,"전석 25,000원",공연완료,Y,N,"토요일(12:00,14:00), 일요일(14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215103_230316_122342.jpg
PF215096,FC000053,가방 들어주는 아이 [장성],2023.03.25,2023.03.25,장성문화예술회관 (소공연장),,,,24개월 이상,,"전석 2,000원",공연완료,Y,N,"토요일(11:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215096_230316_113657.jpg
PF215095,FC001618,어린이 캣 [김포],2023.04.22,2023.04.22,김포아트홀 (김포아트홀),,,1시간,24개월 이상,,"전석 30,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF215095_230316_113351.jpg
