title,start_date,end_date,place,cast,runtime,age,tickets,story,genre,prstate,time
영웅 [전주],2023.06.16,2023.06.18,2023.06.18,"정성화, 양준모, 민우혁, 김도형, 서영주, 최민철, 정재은 등",2시간 20분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 99,000원, A석 77,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
영웅 [고양],2023.06.02,2023.06.04,2023.06.04,"정성화, 양준모, 민우혁, 김도형, 서영주, 최민철, 정재은 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 100,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,18:30), 일요일(14:00)"
쿠로이 저택엔 누가 살고 있을까?,2023.05.02,2023.07.23,2023.07.23,"송나영, 홍나현, 신가은, 정욱진, 황민수, 이주순, 한보라 등",1시간 50분,만 7세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
행복한 왕자,2023.04.29,2023.06.18,2023.06.18,"양지원, 이휘종, 홍승완",1시간 20분,만 11세 이상,"R석 55,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(13:00,16:00,19:30), 일요일(14:00,18:00)"
캣츠 오리지널 내한 [대구],2023.03.31,2023.04.08,2023.04.08,"사베리오 페스쿠치, 브래들리 델라로스벨, 매튜레빅, 이안 존 버그, 페트라 일스 담, 시안 휴스, 타린 도나 등",2시간 40분,만 7세 이상,"R석 84,000원, S석 66,000원, A석 54,000원, B석 36,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(14:00,19:30), 목요일(19:30), 금요일(14:00,19:30), 토요일 ~ 일요일(14:00,19:00)"
여신님이 보고 계셔 10th Anniversary [여수],2023.06.02,2023.06.04,2023.06.04,"성태준, 조성윤, 김기택, 임진섭, 윤석원, 권동호, 한보라 등",2시간,만 10세 이상,"R석 88,000원, OP석 88,000원, S석 77,000원, A석 55,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,18:00), 일요일(14:00)"
오이디푸스,2023.04.28,2023.04.30,2023.04.30,"김경민, 김재형, 장희원, 은영호, 김다윤, 오찬우, 김정윤 등",1시간 40분,만 13세 이상,"R석 30,000원, S석 20,000원",,뮤지컬,공연완료,"금요일(20:00), 토요일 ~ 일요일(15:00)"
광주 [광주],2023.05.16,2023.05.21,2023.05.21,"김찬호, 김진욱, 박시원, 이동준, 김아영, 김태문, 원우준 등",2시간 45분,만 7세 이상,"VIP석 99,000원, R석 77,000원, S석 55,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(14:00), 목요일(14:00,19:30), 토요일 ~ 일요일(14:00,18:00), 금요일(19:30)"
베토벤: Beethoven Secret SEASON 2,2023.04.14,2023.05.15,2023.05.15,"박효신, 박은태, 조정은, 옥주현, 윤공주, 이해준, 윤소호 등",2시간 45분,만 7세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원, B석 70,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(14:30,19:30), 목요일(19:30), 금요일 ~ 일요일(14:30,19:30)"
최고다 호기심딱지 [대전],2023.06.17,2023.06.18,2023.06.18,"김원구, 박이안, 임재은, 김류하, 장효상, 이수민, 임연희 등",1시간 10분,36개월 이상,"R석 66,000원, S석 55,000원",,뮤지컬,공연완료,"토요일(11:10,14:00,16:30), 일요일(11:00,14:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [안양],2023.04.29,2023.04.30,2023.04.30,"채현, 김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
바람으로의 여행 [광주],2023.05.05,2023.05.06,2023.05.06,"김소년, 조연화, 김소정, 박두성, 윤장현, 최기원",2시간 45분,만 8세 이상,"R석 50,000원, S석 40,000원",,뮤지컬,공연완료,"금요일(18:00), 토요일(14:00,18:00)"
최고다호기심딱지 [여수],2023.05.27,2023.05.28,2023.05.28,"김원구, 박이안, 임재은, 김류하, 장효삼, 이수민, 임연희 등",1시간 10분,36개월 이상,"R석 66,000원, S석 55,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
틀려도 괜찮아 [남양주],2023.06.03,2023.06.06,2023.06.06,"김다솔, 송주리, 전승우, 구윤희, 고승미, 정민, 임신아 등",1시간 5분,24개월 이상,"R석 60,000원, S석 50,000원",,뮤지컬,공연완료,"화요일(11:00,14:00,16:00), 토요일 ~ 일요일(11:00,14:00,16:00)"
싯다르타 [용인],2023.04.14,2023.04.16,2023.04.16,"서도진, 이경수, 윤진웅, 송권웅, 김봄, 박수련, 최형석 등",2시간 30분,만 7세 이상,"VIP석 120,000원, R석 100,000원, S석 80,000원, A석 60,000원",,뮤지컬,공연완료,"금요일(15:00,19:30), 토요일(14:00,18:00)"
번개맨: 우주최강 번개삼총사 [부산 (앵콜)],2023.05.05,2023.05.07,2023.05.07,"허만, 이승리, 최하늘, 이유영, 유한비, 문윤상, 조미선 등",1시간 5분,24개월 이상,"R석 66,000원, S석 33,000원",,뮤지컬,공연완료,"금요일(11:00,14:00,16:30), 토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
캣츠 오리지널 내한 [대전],2023.05.19,2023.05.21,2023.05.21,"사베리오 페스쿠치, 브래들리 델라로스벨, 매튜레빅, 이안 존 버그, 페트라 일스 담, 시안 휴스, 타린 도나 등",2시간 40분,만 7세 이상,"젤리클석 170,000원, VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원, B석 60,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
캣츠 오리지널 내한 [성남],2023.05.05,2023.05.07,2023.05.07,"사베리오 페스쿠치, 브래들리 델라로스벨, 매튜레빅, 이안 존 버그, 페트라 일스 담, 시안 휴스, 타린 도나 등",2시간 40분,만 7세 이상,"젤리클석 170,000원, VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원, B석 60,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
캣츠 오리지널 내한 [수원],2023.05.12,2023.05.14,2023.05.14,"사베리오 페스쿠치, 브래들리 델라로스벨, 매튜레빅, 이안 존 버그, 페트라 일스 담, 시안 휴스, 타린 도나 등",2시간 40분,만 7세 이상,"젤리클석 170,000원, VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원, B석 60,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
캣츠 오리지널 내한 [용인],2023.05.26,2023.05.28,2023.05.28,"사베리오 페스쿠치, 브래들리 델라로스벨, 매튜레빅, 이안 존 버그, 페트라 일스 담, 시안 휴스, 타린 도나 등",2시간 40분,만 7세 이상,"젤리클석 170,000원, VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
캣츠 오리지널 내한 [진주],2023.06.02,2023.06.04,2023.06.04,"사베리오 페스쿠치, 브래들리 델라로스벨, 매튜레빅, 이안 존 버그, 페트라 일스 담, 시안 휴스, 타린 도나 등",2시간 40분,만 7세 이상,"젤리클석 170,000원, VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원, B석 60,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
라흐마니노프 [포항],2023.04.28,2023.04.29,2023.04.29,"박유덕, 유성재, 임병근, 김여랑",1시간 30분,만 7세 이상,"R석 40,000원, S석 30,000원, A석 20,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00)"
빨래 [부천],2023.05.13,2023.05.14,2023.05.14,"신고은, 노희찬, 진미사, 김송이, 심우성, 안두호, 이윤성",1시간 40분,만 13세 이상,"R석 70,000원, S석 50,000원",,뮤지컬,공연완료,"토요일(14:00,18:00), 일요일(14:00)"
라흐마니노프 [부산],2023.05.05,2023.05.07,2023.05.07,"박유덕, 정욱진, 정민, 정동화, 김여랑, 조영훈",1시간 30분,만 7세 이상,"R석 77,000원, S석 55,000원",,뮤지컬,공연완료,"금요일(17:00), 토요일(15:00,19:00), 일요일(16:00)"
번개맨 : 우주최강 번개삼총사 [대구 (앵콜)],2023.04.29,2023.04.30,2023.04.30,"허만, 이승리, 최하늘, 이유영, 유한비, 문윤상, 조미선 등",1시간 5분,24개월 이상,"R석 66,000원, S석 33,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [천안],2023.05.13,2023.05.14,2023.05.14,"채현, 김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [전주],2023.06.10,2023.06.11,2023.06.11,"채현, 김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [인천],2023.05.05,2023.05.07,2023.05.07,"채현, 김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"금요일(11:00,14:00,16:30), 토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
나르치스와 골드문트,2023.04.15,2023.07.02,2023.07.02,"박유덕, 유승현, 원우준, 임별, 강찬, 김지온, 김현진 등",1시간 40분,만 7세 이상,"R석 66,000원, 마리아브론석 55,000원, S석 44,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [대전],2023.05.27,2023.05.28,2023.05.28,"채현, 김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
핑크퐁과 아기상어의 생일파티 대소동 [울산],2023.05.05,2023.05.06,2023.05.06,"박해정, 김정연, 신상민, 김요한, 김지연",50분,24개월 이상,"R석 70,000원, S석 60,000원",,뮤지컬,공연완료,"금요일(11:00,14:00,16:30), 토요일(11:00,14:00,16:30)"
디바 [대전],2023.03.31,2023.04.02,2023.04.02,"신미연, 김서별, 박하은, 유호인, 김주경, 윤환호, 장덕철 등",1시간 40분,만 8세 이상,"VIP석 120,000원, R석 100,000원, S석 80,000원, A석 50,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
빠리빵집,2023.05.13,2023.06.25,2023.06.25,"고훈정, 김대곤, 조형균, 김건우, 최우혁, 한재아, 임예진 등",1시간 40분,만 7세 이상,"R석 75,000원, S석 65,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
신과 함께: 저승편 [서울],2023.04.15,2023.04.30,2023.04.30,"권성찬, 윤태호, 이동규, 최인형, 서연정, 김용한, 금승훈 등",2시간 45분,만 7세 이상,"R석 90,000원, S석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
틀려도 괜찮아 [울산],2023.05.13,2023.05.14,2023.05.14,"김다솔, 송주리, 전승우, 구윤희, 고승미, 이정주, 정민 등",1시간 5분,전체 관람가,"R석 60,000원",,뮤지컬,공연완료,"토요일(16:00), 일요일(11:00,13:30,15:30)"
브라더스 까라마조프,2023.03.25,2023.06.18,2023.06.18,"김주호, 심재현, 양승리, 최호승, 이형훈, 김재범, 오종혁 등",1시간 40분,만 13세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
캐치! 티니핑: 신비한 상자를 열어라! [청주],2023.05.20,2023.05.21,2023.05.21,"김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경, 최현진 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
핑크퐁과 아기상어의 생일파티 대소동 [안양],2023.04.15,2023.04.16,2023.04.16,"박해정, 김나정, 신상민, 김요한, 김지연",50분,24개월 이상,"R석 70,000원, S석 60,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
라흐마니노프,2023.04.01,2023.04.22,2023.04.22,"박유덕, 안재영, 정욱진, 유성재, 정민, 김경수, 임병근, 정동화 등",1시간 30분,만 7세 이상,"R석 77,000원, S석 55,000원, A석 44,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
캣츠 오리지널 내한 [청주],2023.04.28,2023.04.30,2023.04.30,"사베리오 페스쿠치, 브래들리 델라로스벨, 매튜 레빅, 이안 존 버그, 페트라 일스 담, 키안 휴스, 타린 도나 등",2시간 40분,만 7세 이상,"젤리클석 170,000원, VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원, B석 60,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
캐치! 티니핑: 신비한 상자를 열어라! [춘천],2023.04.15,2023.04.16,2023.04.16,"김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경, 최현진",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
캣츠 오리지널 내한 [울산],2023.04.21,2023.04.23,2023.04.23,"사베리오 페스쿠치, 브래들리 델라로스벨, 매튜 레빅, 이안 존 버그, 페트라 일스 담, 키안휴스, 타린 도나 등",2시간 40분,만 7세 이상,"젤리클석 170,000원, VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원, B석 60,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
데스노트,2023.03.28,2023.06.18,2023.06.18,"홍광호, 고은성, 김준수, 김성철, 이영미, 장은아, 서경수 등",2시간 10분,만 13세 이상,"VIP석 160,000원, R석 140,000원, S석 110,000원, A석 80,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:10,19:00)"
최고다 호기심딱지 [천안],2023.05.05,2023.05.06,2023.05.06,"김원구, 박이안, 임재은, 김류하, 장효삼, 이수민, 임연희 등",1시간 10분,36개월 이상,"R석 66,000원, S석 55,000원",,뮤지컬,공연완료,"금요일(11:00,14:00,16:30), 토요일(11:00,14:00,16:30)"
캣츠 오리지널 내한 [익산],2023.04.14,2023.04.16,2023.04.16,"사베리오 페스쿠치, 브래들리 델라로스벨, 매튜레빅, 이안 존 버그, 페트라 일스 담, 시안 휴스, 타린 도나 등",3시간,만 7세 이상,"젤리클석 170,000원, VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원",,뮤지컬,공연완료,"금요일(14:00,19:30), 토요일(14:00,19:00), 일요일(14:00)"
식스 더 뮤지컬 (한국어),2023.03.31,2023.06.25,2023.06.25,"이아름솔, 손슨영, 김지우, 배수정, 박혜나, 박가람, 김지선, 최현선, 김려원 등",1시간 20분,만 13세 이상,"OP석 120,000원, VIP석 120,000원, R석 100,000원, S석 80,000원, A석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,18:00), HOL(14:00,18:00)"
핑크퐁과 아기상어의 생일파티 대소동 [인천],2023.03.25,2023.03.26,2023.03.26,"박해정, 김나정, 신상민, 김요한, 김지연",50분,24개월 이상,"R석 70,000원, S석 60,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
캐치! 티니핑: 신비한 상자를 열어라! [대구],2023.04.22,2023.04.23,2023.04.23,"김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경, 최현진 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
친정엄마,2023.03.28,2023.06.04,2023.06.04,"김수미, 박정수, 정경순, 김서라, 김고은, 신서옥, 김형준 등",2시간 35분,만 8세 이상,"VIP석 150,000원, OP석 1,400,000원, R석 130,000원, S석 100,000원, A석 70,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:00), HOL(14:00,18:00)"
번개맨: 우주최강 번개삼총사 [창원],2023.04.08,2023.04.09,2023.04.09,"허만, 이승리, 최하늘, 이유영, 유한비, 문윤상, 조미선 등",1시간 5분,24개월 이상,"R석 66,000원, S석 33,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
번개맨: 우주최강 번개삼총사 [인천(앵콜)],2023.03.18,2023.03.19,2023.03.19,"허만, 이승리, 최하늘, 이유영, 유한비, 문윤상, 조미선 등",1시간 5분,24개월 이상,"R석 66,000원, S석 33,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
광염 소나타,2023.03.13,2023.06.04,2023.06.04,"박한근, 문태유, 양지원, 김지철, 유현석, 김경수, 유승현 등",1시간 40분,만 13세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"월요일(20:00), 수요일(16:00,20:00), 목요일(20:00), 금요일(16:00,20:00), 토요일 ~ 일요일(14:00,18:00), HOL(14:00,18:00)"
레드북,2023.03.14,2023.05.28,2023.05.28,"옥주현, 박진주, 민경아, 송원근 신성민, 김성규, 박영수 등",2시간 40분,만 13세 이상,"VIP석 110,000원, R석 90,000원, S석 65,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,18:30)"
해적,2023.03.07,2023.06.11,2023.06.11,"정동화, 최석진, 김이후, 김수연, 김대현, 주민진, 김려원 등",1시간 50분,만 13세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,18:00), HOL(14:00,18:00)"
영웅 [서울 용산],2023.03.17,2023.05.21,2023.05.21,"정성화, 양준모, 민우혁, 김도형, 서영주, 최민철, 정재은 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 100,000원, A석 70,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,19:00), HOL(14:00,19:00)"
인터뷰,2023.03.04,2023.05.28,2023.05.28,"정성일, 정상윤, 박영수, 김지철, 최호승, 손유동, 현석준 등",1시간 50분,만 15세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
여신님이 보고계셔 [청주],2023.07.29,2023.07.30,2023.07.30,"최호중, 김도빈, 성태준, 조성윤, 박정원, 김현진, 김리현 등",2시간,만 10세 이상,"VIP석 90,000원, R석 70,000원, S석 80,000원, A석 50,000원",,뮤지컬,공연완료,"토요일(14:00,18:00), 일요일(15:00)"
브로드웨이 42번가 [대전],2023.04.14,2023.04.16,2023.04.16,"송일국, 이종혁, 정영주, 배해선, 신영숙, 전수경, 홍지민 등",2시간 40분,만 7세 이상,"VIP석 140,000원, R석 120,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
브로드웨이 42번가 [성남],2023.03.31,2023.04.02,2023.04.02,"송일국, 이종혁, 정영주, 배해선, 신영숙, 전수경, 홍지민 등",2시간 40분,만 7세 이상,"VIP석 140,000원, R석 120,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,금요일(19:30)
브로드웨이 42번가 [인천],2023.04.21,2023.04.23,2023.04.23,"송일국, 이종혁, 정영주, 배해선, 신영숙, 전수경, 홍지민 등",2시간 40분,만 7세 이상,"VIP석 140,000원, R석 120,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
은밀하게 위대하게: THE LAST,2023.03.04,2023.05.07,2023.05.07,"김찬호, 오종혁, 백인태, 서동진, 유태양, 이창민, 임세준 등",2시간 25분,만 7세 이상,"R석 88,000원, S석 66,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(14:00,19:00), 일요일(14:00)"
"다시, 봄",2023.03.15,2023.04.01,2023.04.01,"왕은숙, 문희경, 권명현, 장이주, 오성림, 이연경, 임승연 등",1시간 30분,만 7세 이상,"R석 50,000원, S석 30,000원",,뮤지컬,공연완료,"수요일(19:30), 목요일(11:00), 금요일(15:00,19:30), 토요일(15:00,18:00), 일요일(15:00)"
캣츠 오리지널 내한 [경주],2023.03.17,2023.03.19,2023.03.19,"사베리오 페스쿠치, 브래들리 델라로스벨, 매튜레빅, 이안 존 버그, 페트라 일스 담, 시안 휴스, 타린 도나 등",2시간 40분,만 7세 이상,"젤리클석 170,000원, VIP석 170,000원, R석 140,000원, S석 110,000원, 시야제한석 90,000원",,뮤지컬,공연완료,"금요일(19:00), 토요일 ~ 일요일(14:00,19:00)"
"패밀리 초이스 1, 캔터빌의 유령",2023.04.15,2023.04.16,2023.04.16,"김성현, 유정민, 설재영, 김유민, 김두리, 최용수, 최한나 등",1시간 15분,48개월 이상,"R석 30,000원, S석 20,000원",,뮤지컬,공연완료,"토요일(14:00,17:00), 일요일(14:00)"
캐치! 티니핑: 신비한 상자를 열어라! [고양],2023.04.01,2023.04.02,2023.04.02,"김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경, 최현진 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
번개맨: 우주최강 번개삼총사 [하남],2023.04.01,2023.04.02,2023.04.02,"허만, 이승리, 최하늘, 이유영, 유한비, 문윤상, 조미선 등",1시간 5분,24개월 이상,"R석 66,000원, S석 33,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
어린왕자,2023.03.04,2023.04.23,2023.04.23,"정동화, 안재영, 이우종, 정지우, 황민수, 송영미, 정우연 등",1시간 20분,만 11세 이상,"R석 55,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(13:00,14:00,19:00), 일요일(14:00,18:00)"
엘사의 생일파티 [울산],2023.04.15,2023.04.16,2023.04.16,"김다솔, 서가영, 표윤호, 전승우, 송주리, 고승미, 구윤희 등",1시간 5분,24개월 이상,"R석 44,000원, S석 33,000원",,뮤지컬,공연완료,"토요일(16:00), 일요일(11:00,13:30,15:30)"
틀려도 괜찮아 [대구],2023.04.01,2023.04.02,2023.04.02,"김다솔, 송주리, 전승우, 구윤희, 고승미, 정민, 임신아 등",1시간 5분,24개월 이상,"R석 60,000원, S석 50,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)"
틀려도 괜찮아 [천안],2023.04.08,2023.04.09,2023.04.09,"김다솔, 송주리, 전승우, 구윤희, 고승미, 정민, 임신아 등",1시간 5분,20개월 이상,"R석 50,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)"
캣츠 오리지널 내한 [인천],2023.03.24,2023.03.26,2023.03.26,"사베리오 페스쿠치, 브래들리 델라로스벨, 매튜레빅, 이안 존 버그, 페트라 일스 담, 시안 휴스, 타린 도나 등",2시간 40분,만 7세 이상,"젤리클석 170,000원, VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
호프: 읽히지 않은 책과 읽히지 않은 인생,2023.03.16,2023.06.11,2023.06.11,"이혜경, 김지현, 김선영, 김경수, 조형균, 백형훈, 홍륜희 등",1시간 50분,만 13세 이상,"R석 88,000원, S석 66,000원, A석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,18:00), HOL(14:00,18:00)"
여신님이 보고 계셔 10th Anniversary [부산],2023.04.14,2023.04.16,2023.04.16,"최호중, 성태준, 김기택, 임진섭, 양승리, 임준혁, 조풍래",2시간,만 10세 이상,"R석 99,000원, S석 77,000원, A석 55,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,18:00), 일요일(14:00)"
브로드웨이 42번가 [여수],2023.04.07,2023.04.09,2023.04.09,"송일국, 이종혁, 정영주, 배해선, 신영숙, 전수경, 홍지민 등",2시간 40분,만 7세 이상,"R석 140,000원, S석 120,000원, A석 90,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
캐치! 티니핑: 신비한 상자를 열어라! [부산],2023.03.11,2023.03.12,2023.03.12,"김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경, 최현진 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
디오리지널 프렌치 갈라 콘서트,2023.03.18,2023.03.19,2023.03.19,"안젤로 델 베키오, 다미앙 사르그, 로베르 마리앙, 미켈란젤로 로콩테, 엘 하이다 다니 등",1시간 40분,만 7세 이상,"VIP석 150,000원, R석 120,000원, S석 90,000원, A석 60,000원","[프로그램]

LES MISERABLE 레 미제라블
빅토르 위고의 대하소설을 원작으로 프랑스 혁명을 배경으로 하며, 프랑스 3대 뮤지컬 중 하나
Pourquoi ai-je Permis A Cet Homme 내가 왜 그 사람에게 허락했던가
Quand un jour est passe 하루가 지났을 때
J＇avais reve d＇une autre vie 팡틴의 노래

 

NOTRE DAME DE PARIS 노트르담 드 파리
관객과 평단으로부터 역사상 가장 큰 사랑받아온 이 시대 최고의 명작
Le Temps Des Cathedrals 대성당들의 시대
Belle 아름답다
Tu Vas Me Detruire 파멸의 길로 나를

 

STAMANIA 스타매니아
프랑스 대중 뮤지컬계의 돌풍을 일으킨 레전드
Le Blues Du Businessman 비지니스맨의 블루스
Un Garcon Pas Comme Les Autres 남들과 다름없는 소년

 

LE ROI SOLEIL 태양왕
2005년 초연 이후 8년간 170 만명의 관객을 동원한 프랑스 뮤지컬
Etre A La Hauteur 왕이 되리라
Je Fais De Toi Mon Essentiel 내 모든 것

 

DON JUAN 돈주앙
정열 가득한 라틴 멜로디, 뜨거운 매력의 매혹의 뮤지컬
Le Sang Des Soldats 병사들의 피
Mais Aussi : Les Maulins De Mon Coeur 내마음의 방앗간

 

ROMEO ＆ JULIETTE 로미오 앤 줄리엣
세익스피어의 명작, 전 세계가 기억하는 비극적 사랑
Amier 사랑한다는 것
J’ai Peur 난 두려워
Les Rois Du Monde 세상의 왕들

 

MOZART L’OPERA ROCK 모차르트 오페라 락
탄탄한 구성, 현대적인 락 음악의 절묘한 조화
Tatoue Moi 나를 새겨주오
L’Assassymphonie 악의 교향곡",뮤지컬,공연완료,"토요일(15:00,19:00), 일요일(16:00)"
